model,unit_id,horizon,n,mean_residual,std_residual,shapiro_stat,shapiro_p,ljung_box_p
ARIMA,21334825,3,2157,-0.13231736160087182,1.0986738890669685,0.9550829244152618,2.9960636534039996e-25,0.0
ARIMA,21334825,4,2156,-0.13232334587454522,1.0989286188843668,0.9551360972493592,3.132197511714221e-25,0.0
ARIMA,21334825,12,2148,-0.13404116299383434,1.1000635111093515,0.9554738591343525,4.245944387387953e-25,0.0
ARIMA,21334825,24,2136,-0.12842010447493413,1.094026844930584,0.9548389664714455,3.412530785702893e-25,0.0
ARIMA,21334825,48,2112,-0.11771296895474864,1.0730029860126582,0.9636033880927465,1.2060148500770066e-22,0.0
ARIMA,21334825,72,2088,-0.12129878136145705,1.0726642274061735,0.9632212692750118,1.2530244493699379e-22,0.0
ARIMA,21336305,1,2159,0.09909481194705909,1.0825220404423028,0.9605728652663684,8.817801847860572e-24,0.0
ARIMA,21336305,2,2158,0.10182963635136145,1.075290316020882,0.9631041864631994,4.8506170921305377e-23,0.0
ARIMA,21336305,3,2157,0.10242625024497806,1.075182390452194,0.962998471389667,4.567702014538241e-23,0.0
ARIMA,21336305,4,2156,0.10240113100786685,1.0754310753348182,0.9630583333052594,4.817550119868332e-23,0.0
ARIMA,21336305,12,2148,0.10222712929222692,1.077318830117025,0.9635206985780557,7.303941170804594e-23,0.0
ARIMA,21336305,24,2136,0.1073740586562787,1.0754485662609838,0.963254036340435,7.048258856211951e-23,0.0
ARIMA,21336305,48,2112,0.10419967370705313,1.0434937891602667,0.9724426558519481,9.966429840267762e-20,0.0
ARIMA,21336305,72,2088,0.09966684918575285,1.046072144546494,0.9723084035722925,1.172443380327856e-19,0.0
ARIMA,97635816,1,2159,0.022172399525040302,1.010575063011592,0.942312312806158,3.097069867982456e-28,0.0
ARIMA,97635816,2,2158,0.022886769436508886,1.0102640309922375,0.9421157349261952,2.8532689244799146e-28,0.0
ARIMA,97635816,3,2157,0.023474153266877757,1.0101297106404168,0.9419493988135729,2.6683166816626492e-28,0.0
ARIMA,97635816,4,2156,0.02367334731368818,1.0103215886748922,0.9419062094426196,2.6495458986723095e-28,0.0
ARIMA,97635816,12,2148,0.023853367804193795,1.0121935231105907,0.9425575997186373,4.068660034477409e-28,0.0
ARIMA,97635816,24,2136,0.025860046778679664,1.0140622769182495,0.9428480212739992,5.544909015785212e-28,0.0
ARIMA,97635816,48,2112,0.029178241732449754,1.0079117517571352,0.9483736904458352,1.2868178453400182e-26,0.0
