model,unit_id,horizon,n,mean_residual,std_residual,shapiro_stat,shapiro_p,ljung_box_p
ARIMA,97635816,72,2088,0.03409168293805011,1.0056688602144495,0.9488694763299602,2.326560334534654e-26,0.0
ARIMA,1775257343,1,2159,0.04689313067968131,1.6053283548928794,0.9688184878240029,3.0859355930920005e-21,0.0
ARIMA,1775257343,2,2158,0.04929212291456652,1.601826434551857,0.9690083720151503,3.6193080583860496e-21,0.0
ARIMA,1775257343,3,2157,0.05007266182195396,1.6017873545153858,0.9689210598171006,3.421025940895392e-21,0.0
ARIMA,1775257343,4,2156,0.050342582477570175,1.6021097386140972,0.968934301293886,3.497061669788862e-21,0.0
ARIMA,1775257343,12,2148,0.04848718883927223,1.6043477856369976,0.9691183311627883,4.431963048919533e-21,0.0
ARIMA,1775257343,24,2136,0.031372808215093785,1.5892305224363086,0.9685915437997384,3.391821409343355e-21,0.0
ARIMA,1775257343,48,2112,0.01190378420645264,1.5449394079970382,0.9769300758379267,5.6134206089740895e-18,0.0
ARIMA,1775257343,72,2088,0.019689658140899964,1.5461575986417633,0.9769390823386533,7.342812393236547e-18,0.0
ARIMA,4452986337,1,2159,0.14368177305617444,1.5655948911484086,0.9752317097718167,6.861436750288716e-19,0.0
ARIMA,4452986337,2,2158,0.14388633272610754,1.5659287451606012,0.9752667241314119,7.163088968208388e-19,0.0
ARIMA,4452986337,3,2157,0.1453022646652667,1.5649099544767364,0.975175783359976,6.661976246241861e-19,0.0
ARIMA,4452986337,4,2156,0.14543388486736517,1.565260895656005,0.9752322713734124,7.092832164816383e-19,0.0
ARIMA,4452986337,12,2148,0.14885635913503772,1.566932671638277,0.9751679887005107,7.297039603748049e-19,0.0
ARIMA,4452986337,24,2136,0.14117216663647236,1.5649633031819927,0.9751137721575318,7.919844140039672e-19,0.0
ARIMA,4452986337,48,2112,0.15253257008665017,1.5477441524231301,0.978241194689536,2.024369700771078e-17,0.0
ARIMA,4452986337,72,2088,0.1552588419321202,1.5536222736827616,0.978482683247555,3.325103911375143e-17,0.0
LSTM,705089,1,2040,-0.010834708868288526,0.7279040193132565,0.9753234948000644,2.7881150067673483e-18,1.4933414946663757e-60
LSTM,705089,2,2040,0.033615427858689255,0.8674605706783641,0.9748563077935839,1.833635632298922e-18,1.8662230865520073e-199
LSTM,705089,3,2040,0.02015667475906073,0.9416625425746483,0.9754034687256338,2.997168682851066e-18,5.420596706335435e-261
LSTM,705089,4,2040,-0.06375586565803079,0.9836921376073704,0.969278932509299,1.8122852850538464e-20,0.0
LSTM,705089,12,2040,0.6275879948746924,1.3206704770059163,0.8174685090046112,3.1386331378666397e-43,0.0
LSTM,705089,24,2040,0.41508065111496867,1.1463280363352366,0.9567882884868408,3.860177489813467e-24,0.0
